name,province,district_city,kab_kota,country,coordinates_latitude,coordinates_longitude,current_ts,current_condition,current_humidity
Tideng Pale,Kalimantan Utara,Kabupaten Tana Tidung,Tana Tidung,Indonesia,3.60815,116.90668,18/03/2020 16:00,Broken clouds,58
Muntok,Kepulauan Bangka Belitung,Kabupaten Bangka Barat,Bangka Barat,Indonesia,-2.06719,105.16228,18/03/2020 16:00,Scattered clouds,75
Koba,Kepulauan Bangka Belitung,Kabupaten Bangka Tengah,Bangka Tengah,Indonesia,-2.49313,106.4081,18/03/2020 16:00,Rain,77
Manggar,Kepulauan Bangka Belitung,Kabupaten Belitung Timur,Belitung Timur,Indonesia,-2.88333,108.26667,18/03/2020 16:00,Rain,74
Pangkalpinang,Kepulauan Bangka Belitung,Kota Pangkalpinang,Pangkalpinang,Indonesia,-2.12914,106.11377,18/03/2020 16:00,Rain,80
Sungailiat,Kepulauan Bangka Belitung,Kabupaten Bangka,Bangka,Indonesia,-1.85442,106.12215,18/03/2020 16:00,Rain,80
Tanjung Pandan,Kepulauan Bangka Belitung,Kabupaten Belitung,Belitung,Indonesia,-2.73353,107.63477,18/03/2020 16:00,Broken clouds,74
Kijang,Kepulauan Riau,Kabupaten Bintan,Bintan,Indonesia,0.9,104.63333,18/03/2020 16:00,Few clouds,66
Tarempa,Kepulauan Riau,Kabupaten Kepulauan Anambas,Kepulauan Anambas,Indonesia,3.21583,106.21722,18/03/2020 16:00,Scattered clouds,77
Daik Lingga,Kepulauan Riau,Kabupaten Lingga,Lingga,Indonesia,-0.21451,104.61824,18/03/2020 16:00,Broken clouds,79
Ranai,Kepulauan Riau,Kabupaten Natuna,Natuna,Indonesia,3.9384,108.38401,18/03/2020 16:00,Broken clouds,76
Batam,Kepulauan Riau,Kota Batam,Batam,Indonesia,1.1300779,104.0529207,18/03/2020 05:00,Few clouds,66
Tanjung Pinang,Kepulauan Riau,Kota Tanjungpinang,Tanjung pinang,Indonesia,0.91667,104.45833,18/03/2020 16:00,Few clouds,66
Liwa,Lampung,Kabupaten Lampung Barat,Lampung Barat,Indonesia,-5.03554,104.07595,18/03/2020 16:00,Rain,89
Kalianda,Lampung,Kabupaten Lampung Selatan,Lampung Selatan,Indonesia,-5.73805,105.5916,18/03/2020 16:00,Rain,92
Krui,Lampung,Kabupaten Pesisir Barat,Pesisir Barat,Indonesia,-5.18251,103.93746,18/03/2020 16:00,Rain,89
Bandar Lampung,Lampung,Kota Bandar Lampung,Bandar Lampung,Indonesia,-5.42917,105.26111,18/03/2020 05:00,Rain,92
Metro,Lampung,Kota Metro,Metro,Indonesia,-5.11306,105.30667,18/03/2020 16:00,Rain,91
Gunung Sugih,Lampung,Kabupaten Lampung Tengah,Lampung Tengah,Indonesia,-4.9753,105.21396,18/03/2020 16:00,Rain,74
Sukadana,Lampung,Kabupaten Lampung Timur,Lampung Timur,Indonesia,-1.25,109.95,18/03/2020 16:00,Broken clouds,71
Kotabumi,Lampung,Kabupaten Lampung Utara,Lampung Utara,Indonesia,-4.82505,104.8817,18/03/2020 16:00,Rain,74
Gedong Tataan,Lampung,Kabupaten Pesawaran,Pesawaran,Indonesia,-5.3827,105.0955,18/03/2020 16:00,Rain,89
Pringsewu,Lampung,Kabupaten Pringsewu,Pringsewu,Indonesia,-5.35822,104.97441,18/03/2020 16:00,Rain,89
Kota Agung,Lampung,Kabupaten Tanggamus,Tanggamus,Indonesia,-5.50257,104.64538,18/03/2020 16:00,Rain,88
Menggala,Lampung,Kabupaten Tulang Bawang,Tulang Bawang,Indonesia,-4.47131,105.25214,18/03/2020 16:00,Rain,78
Blambangan Umpu,Lampung,Kabupaten Way Kanan,Way Kanan,Indonesia,-4.50263,104.51926,18/03/2020 16:00,Broken clouds,61
Tiakur,Maluku,Kabupaten Maluku Barat Daya,Maluku Barat Daya,Indonesia,-8.15,127.795,18/03/2020 16:00,Broken clouds,71
Piru,Maluku,Kabupaten Seram Bagian Barat,Seram Bagian Barat,Indonesia,-3.0618,128.1945,18/03/2020 16:00,Rain,70
Bula,Maluku,Kabupaten Seram Bagian Timur,Seram Bagian Timur,Indonesia,-3.1112,130.4954,18/03/2020 16:00,Rain,68
Ambon,Maluku,Kota Ambon,Ambon,Indonesia,-3.69583,128.18333,18/03/2020 16:00,Scattered clouds,70
Tual,Maluku,Kota Tual,Tual,Indonesia,-5.62878,132.75229,18/03/2020 16:00,Broken clouds,69
Namlea,Maluku,Kabupaten Buru,Buru,Indonesia,-3.26194,127.09292,18/03/2020 16:00,Rain,90
Namrole,Maluku,Kabupaten Buru Selatan,Buru Selatan,Indonesia,-3.84548,126.72619,18/03/2020 16:00,Broken clouds,70
Dobo,Maluku,Kabupaten Kepulauan Aru,Kepulauan Aru,Indonesia,-5.76092,134.23405,18/03/2020 16:00,Rain,71
Masohi,Maluku,Kabupaten Maluku Tengah,Maluku Tengah,Indonesia,-3.29833,128.96882,18/03/2020 16:00,Broken clouds,69
Langgur,Maluku,Kabupaten Maluku Tenggara,Maluku Tenggara,Indonesia,-5.66689,132.73762,18/03/2020 16:00,Clear sky,69
Daruba,Maluku Utara,Kabupaten Pulau Morotai,Pulau Morotai,Indonesia,2.05049,128.29398,18/03/2020 16:00,Clear sky,74
Ternate,Maluku Utara,Kota Ternate,Ternate,Indonesia,0.79065,127.38424,18/03/2020 16:00,Rain,82
Jailolo,Maluku Utara,Kabupaten Halmahera Barat,Halmahera Barat,Indonesia,1.06504,127.46786,18/03/2020 16:00,Rain,82
Weda,Maluku Utara,Kabupaten Halmahera Tengah,Halmahera Tengah,Indonesia,0.32952,127.87389,18/03/2020 16:00,Rain,84
Maba,Maluku Utara,Kabupaten Halmahera Timur,Halmahera Timur,Indonesia,0.7007,128.29197,18/03/2020 16:00,Broken clouds,74
Labuha,Maluku Utara,Kabupaten Halmahera Selatan,Halmahera Selatan,Indonesia,-0.62546,127.47808,18/03/2020 16:00,Rain,83
Tobelo,Maluku Utara,Kabupaten Halmahera Utara,Halmahera Utara,Indonesia,1.72837,128.00948,18/03/2020 16:00,Rain,76
Sanana,Maluku Utara,Kabupaten Kepulauan Sula,Kepulauan Sula,Indonesia,-2.05853,125.97786,18/03/2020 16:00,Rain,77
Bobong,Maluku Utara,Kabupaten Pulau Taliabu,Pulau Taliabu,Indonesia,-1.94625,124.38394,18/03/2020 16:00,Scattered clouds,72
Woha,Nusa Tenggara Barat,Kabupaten Bima,Bima,Indonesia,-8.61802,118.64788,18/03/2020 16:00,Rain,90
Gerung,Nusa Tenggara Barat,Kabupaten Lombok Barat,Lombok Barat,Indonesia,-8.683,116.1253,18/03/2020 16:00,Scattered clouds,83
Bima,Nusa Tenggara Barat,Kota Bima,Bima,Indonesia,-8.46006,118.72667,18/03/2020 16:00,Rain,90
Mataram,Nusa Tenggara Barat,Kota Mataram,Mataram,Indonesia,-8.58333,116.11667,18/03/2020 16:00,Scattered clouds,83
Dompu,Nusa Tenggara Barat,Kabupaten Dompu,Dompu,Indonesia,-8.5365,118.4634,18/03/2020 16:00,Rain,90
Praya,Nusa Tenggara Barat,Kabupaten Lombok Tengah,Lombok Tengah,Indonesia,-8.70536,116.27036,18/03/2020 16:00,Scattered clouds,83
Selong,Nusa Tenggara Barat,Kabupaten Lombok Timur,Lombok Timur,Indonesia,-8.6503,116.5318,18/03/2020 16:00,Scattered clouds,83
Tanjung,Nusa Tenggara Barat,Kabupaten Lombok Utara,Lombok Utara,Indonesia,-2.1709,115.4077,18/03/2020 16:00,Rain,69
Sumbawa Besar,Nusa Tenggara Barat,Kabupaten Sumbawa,Sumbawa,Indonesia,-8.49317,117.42024,18/03/2020 16:00,Rain,90
Taliwang,Nusa Tenggara Barat,Kabupaten Sumbawa Barat,Sumbawa Barat,Indonesia,-8.7449,116.8532,18/03/2020 16:00,Scattered clouds,83
Oelamasi,Nusa Tenggara Timur,Kabupaten Kupang,Kupang,Indonesia,-10.0642,123.8787,18/03/2020 16:00,Few clouds,88
Kupang,Nusa Tenggara Timur,Kota Kupang,Kupang,Indonesia,-10.17083,123.60694,18/03/2020 04:00,Few clouds,88
Kalabahi,Nusa Tenggara Timur,Kabupaten Alor,Alor,Indonesia,-8.2151,124.5458,18/03/2020 16:00,Clear sky,66
Atambua,Nusa Tenggara Timur,Kabupaten Belu,Belu,Indonesia,-9.10611,124.8925,18/03/2020 16:00,Scattered clouds,77
Ende,Nusa Tenggara Timur,Kabupaten Ende,Ende,Indonesia,-8.8432,121.6623,18/03/2020 16:00,Rain,69
Larantuka,Nusa Tenggara Timur,Kabupaten Flores Timur,Flores Timur,Indonesia,-8.3468,122.9771,18/03/2020 16:00,Scattered clouds,66
Lewoleba,Nusa Tenggara Timur,Kabupaten Lembata,Lembata,Indonesia,-8.3723,123.418,18/03/2020 16:00,Scattered clouds,73
Betun,Nusa Tenggara Timur,Kabupaten Malaka,Malaka,Indonesia,-9.56722,124.9075,18/03/2020 16:00,Few clouds,69
Ruteng,Nusa Tenggara Timur,Kabupaten Manggarai,Manggarai,Indonesia,-8.61139,120.46444,18/03/2020 16:00,Rain,92
Labuan Bajo,Nusa Tenggara Timur,Kabupaten Manggarai Barat,Manggarai Barat,Indonesia,-8.4964,119.8877,18/03/2020 16:00,Rain,86
Borong,Nusa Tenggara Timur,Kabupaten Manggarai Timur,Manggarai Timur,Indonesia,-8.8125,120.60972,18/03/2020 16:00,Broken clouds,71
Mbay,Nusa Tenggara Timur,Kabupaten Nagekeo,Nagekeo,Indonesia,-8.5613,121.2717,18/03/2020 16:00,Rain,70
Bajawa,Nusa Tenggara Timur,Kabupaten Ngada,Ngada,Indonesia,-8.7848,120.9744,18/03/2020 16:00,Rain,73
Baa,Nusa Tenggara Timur,Kabupaten Rote Ndao,Rote Ndao,Indonesia,-10.7263,123.0492,18/03/2020 16:00,Broken clouds,71
Seba,Nusa Tenggara Timur,Kabupaten Sabu Raijua,Sabu Raijua,Indonesia,-10.4933,121.8393,18/03/2020 16:00,Broken clouds,72
Maumere,Nusa Tenggara Timur,Kabupaten Sikka,Sikka,Indonesia,-8.6199,122.2111,18/03/2020 16:00,Rain,79
Waikabubak,Nusa Tenggara Timur,Kabupaten Sumba Barat,Sumba Barat,Indonesia,-9.6475,119.3889,18/03/2020 16:00,Rain,87
Tambolaka,Nusa Tenggara Timur,Kabupaten Sumba Barat Daya,Sumba Barat Daya,Indonesia,-9.4283,119.238,18/03/2020 16:00,Rain,75
Waibakul,Nusa Tenggara Timur,Kabupaten Sumba Tengah,Sumba Tengah,Indonesia,-9.63556,119.41333,18/03/2020 16:00,Rain,87
Waingapu,Nusa Tenggara Timur,Kabupaten Sumba Timur,Sumba Timur,Indonesia,-9.6567,120.2641,18/03/2020 16:00,Rain,71
Soe,Nusa Tenggara Timur,Kabupaten Timor Tengah Selatan,Timor Tengah Selatan,Indonesia,-9.86071,124.28395,18/03/2020 16:00,Scattered clouds,73
Kefamenanu,Nusa Tenggara Timur,Kabupaten Timor Tengah Utara,Timor Tengah Utara,Indonesia,-9.44667,124.47806,18/03/2020 16:00,Few clouds,83
Jayapura,Papua,Kota Jayapura,Jayapura,Indonesia,-2.53371,140.71813,18/03/2020 05:00,Broken clouds,89
Agats,Papua,Kabupaten Asmat,Asmat,Indonesia,-5.54505,138.13522,18/03/2020 16:00,Broken clouds,70
Biak,Papua,Kabupaten Biak Numfor,Biak Numfor,Indonesia,-1.1767,136.082,18/03/2020 16:00,Broken clouds,86
Tanah Merah,Papua,Kabupaten Boven Digoel,Boven Digoel,Indonesia,-6.09756,140.30649,18/03/2020 16:00,Rain,96
Tigi,Papua,Kabupaten Deiyai,Deiyai,Indonesia,-3.96667,136.26667,18/03/2020 16:00,Rain,98
Kigamani,Papua,Kabupaten Dogiyai,Dogiyai,Indonesia,-3.96139,135.94361,18/03/2020 16:00,Rain,98
Sugapa,Papua,Kabupaten Intan Jaya,Intan Jaya,Indonesia,-3.74306,137.05,18/03/2020 16:00,Rain,96
Sentani,Papua,Kabupaten Jayapura,Jayapura,Indonesia,-2.5691,140.5127,18/03/2020 16:00,Broken clouds,89
Wamena,Papua,Kabupaten Jayawijaya,Jayawijaya,Indonesia,-4.09512,138.94492,18/03/2020 16:00,Rain,97
Waris,Papua,Kabupaten Keerom,Keerom,Indonesia,-3.11667,140.88333,18/03/2020 16:00,Rain,96
Serui,Papua,Kabupaten Kepulauan Yapen,Kepulauan Yapen,Indonesia,-1.8802,136.2426,18/03/2020 16:00,Broken clouds,73
Tiom,Papua,Kabupaten Lanny Jaya,Lanny Jaya,Indonesia,-3.92361,138.45472,18/03/2020 16:00,Rain,97
Burmeso,Papua,Kabupaten Mamberamo Raya,Mamberamo Raya,Indonesia,-2.32611,138.04139,18/03/2020 16:00,Rain,98
Kobakma,Papua,Kabupaten Mamberamo Tengah,Mamberamo Tengah,Indonesia,-3.66417,139.065,18/03/2020 16:00,Rain,96
Kepi,Papua,Kabupaten Mappi,Mappi,Indonesia,-6.52461,139.32224,18/03/2020 16:00,Rain,94
Nabire,Papua,Kabupaten Nabire,Nabire,Indonesia,-3.35989,135.50074,18/03/2020 16:00,Rain,95
Kenyam,Papua,Kabupaten Nduga,Nduga,Indonesia,-4.59972,138.38417,18/03/2020 16:00,Rain,96
Enarotali,Papua,Kabupaten Paniai,Paniai,Indonesia,-3.93032,136.37651,18/03/2020 16:00,Rain,98
Oksibil,Papua,Kabupaten Pegunungan Bintang,Pegunungan Bintang,Indonesia,-4.90417,140.62972,18/03/2020 16:00,Rain,99
Ilaga,Papua,Kabupaten Puncak,Puncak,Indonesia,-3.95,137.4,18/03/2020 16:00,Rain,99
Mulia,Papua,Kabupaten Puncak Jaya,Puncak Jaya,Indonesia,-3.71472,137.98528,18/03/2020 16:00,Rain,97
Sarmi,Papua,Kabupaten Sarmi,Sarmi,Indonesia,-1.85302,138.75093,18/03/2020 16:00,Rain,86
Sorendiweri,Papua,Kabupaten Supiori,Supiori,Indonesia,-0.73389,135.73611,18/03/2020 16:00,Clear sky,70
Karubaga,Papua,Kabupaten Tolikara,Tolikara,Indonesia,-3.6994,138.4579,18/03/2020 16:00,Rain,99
Botawa,Papua,Kabupaten Waropen,Waropen,Indonesia,-2.21,136.44722,18/03/2020 16:00,Rain,77
Sumohai,Papua,Kabupaten Yahukimo,Yahukimo,Indonesia,-4.68944,139.35472,18/03/2020 16:00,Rain,96
Elelim,Papua,Kabupaten Yalimo,Yalimo,Indonesia,-3.759,139.7075,18/03/2020 16:00,Rain,91
Aimas,Papua Barat,Kabupaten Sorong,Sorong,Indonesia,-0.95698,131.33535,18/03/2020 16:00,Rain,80
Sorong,Papua Barat,Kota Sorong,Sorong,Indonesia,-0.87956,131.26104,18/03/2020 16:00,Rain,80
Fakfak,Papua Barat,Kabupaten Fakfak,Fakfak,Indonesia,-2.92481,132.29813,18/03/2020 16:00,Scattered clouds,79
Kaimana,Papua Barat,Kabupaten Kaimana,Kaimana,Indonesia,-3.6635,133.7649,18/03/2020 16:00,Rain,88
Manokwari,Papua Barat,Kabupaten Manokwari,Manokwari,Indonesia,-0.86291,134.06402,18/03/2020 16:00,Rain,84
Ransiki,Papua Barat,Kabupaten Manokwari Selatan,Manokwari Selatan,Indonesia,-1.5083,134.1708,18/03/2020 16:00,Rain,96
Kumurkek,Papua Barat,Kabupaten Maybrat,Maybrat,Indonesia,-1.25667,132.49972,18/03/2020 16:00,Rain,76
Waisai,Papua Barat,Kabupaten Raja Ampat,Raja Ampat,Indonesia,-0.2379,130.5072,18/03/2020 16:00,Broken clouds,72
Teminabuan,Papua Barat,Kabupaten Sorong Selatan,Sorong Selatan,Indonesia,-1.4416,132.01428,18/03/2020 16:00,Broken clouds,76
Fef,Papua Barat,Kabupaten Tambrauw,Tambrauw,Indonesia,-0.80889,132.43222,18/03/2020 16:00,Broken clouds,70
Bintuni,Papua Barat,Kabupaten Teluk Bintuni,Teluk Bintuni,Indonesia,-2.1084,133.537,18/03/2020 16:00,Broken clouds,72
Rasiei,Papua Barat,Kabupaten Teluk Wondama,Teluk Wondama,Indonesia,-2.817,134.5292,18/03/2020 16:00,Rain,95
Teluk Kuantan,Riau,Kabupaten Kuantan Singingi,Kuantan Singingi,Indonesia,-0.5283,101.581,18/03/2020 16:00,Broken clouds,55
Bagansiapiapi,Riau,Kabupaten Rokan Hilir,Rokan Hilir,Indonesia,2.15668,100.80763,18/03/2020 16:00,Rain,68
Dumai,Riau,Kota Dumai,Dumai,Indonesia,1.66711,101.44316,18/03/2020 16:00,Rain,75
Pekanbaru,Riau,Kota Pekanbaru,Pekanbaru,Indonesia,0.5070677,101.4477793,18/03/2020 17:00,Rain,85
Bengkalis,Riau,Kabupaten Bengkalis,Bengkalis,Indonesia,1.46667,102.13333,18/03/2020 16:00,Few clouds,61
Tembilahan,Riau,Kabupaten Indragiri Hilir,Indragiri Hilir,Indonesia,-0.3227,103.1603,18/03/2020 16:00,Rain,83
Rengat,Riau,Kabupaten Indragiri Hulu,Indragiri Hulu,Indonesia,-0.37546,102.5481,18/03/2020 16:00,Rain,84
Bangkinang,Riau,Kabupaten Kampar,Kampar,Indonesia,0.33833,101.02361,18/03/2020 16:00,Broken clouds,54
Selat Panjang,Riau,Kabupaten Kepulauan Meranti,Kepulauan Meranti,Indonesia,0.99408,102.70817,18/03/2020 16:00,Rain,67
Pangkalan Kerinci,Riau,Kabupaten Pelalawan,Pelalawan,Indonesia,0.39611,101.85722,18/03/2020 16:00,Rain,83
Pasir Pengaraian,Riau,Kabupaten Rokan Hulu,Rokan Hulu,Indonesia,0.86459,100.29547,18/03/2020 16:00,Broken clouds,53
Siak Sri Indrapura,Riau,Kabupaten Siak,Siak,Indonesia,0.79317,102.0511,18/03/2020 16:00,Rain,59
Majene,Sulawesi Barat,Kabupaten Majene,Majene,Indonesia,-3.5403,118.9707,18/03/2020 16:00,Rain,76
Mamasa,Sulawesi Barat,Kabupaten Mamasa,Mamasa,Indonesia,-2.942,119.3776,18/03/2020 16:00,Rain,93
Mamuju,Sulawesi Barat,Kabupaten Mamuju,Mamuju,Indonesia,-2.68056,118.88611,18/03/2020 16:00,Broken clouds,72
Tobadak,Sulawesi Barat,Kabupaten Mamuju Tengah,Mamuju Tengah,Indonesia,-2.08944,119.34722,18/03/2020 16:00,Rain,94
Polewali,Sulawesi Barat,Kabupaten Polewali Mandar,Polewali Mandar,Indonesia,-3.4324,119.3435,18/03/2020 16:00,Rain,87
Jeneponto,Sulawesi Selatan,Kabupaten Jeneponto,Jeneponto,Indonesia,-5.6765,119.7484,18/03/2020 16:00,Rain,82
Rappang,Sulawesi Selatan,Kabupaten Sidenreng Rappang,Sidenreng Rappang,Indonesia,-3.8445,119.8173,18/03/2020 16:00,Rain,86
Sinjai,Sulawesi Selatan,Kabupaten Sinjai,Sinjai,Indonesia,-5.1241,120.253,18/03/2020 16:00,Broken clouds,70
Watansoppeng,Sulawesi Selatan,Kabupaten Soppeng,Soppeng,Indonesia,-4.3522,119.8841,18/03/2020 16:00,Rain,92
Takalar,Sulawesi Selatan,Kabupaten Takalar,Takalar,Indonesia,-5.4258,119.4384,18/03/2020 16:00,Scattered clouds,88
Makale,Sulawesi Selatan,Kabupaten Tana Toraja,Tana Toraja,Indonesia,-3.1019,119.8539,18/03/2020 16:00,Rain,95
Rantepao,Sulawesi Selatan,Kabupaten Toraja Utara,Toraja Utara,Indonesia,-2.9701,119.8978,18/03/2020 16:00,Rain,95
Sengkang,Sulawesi Selatan,Kabupaten Wajo,Wajo,Indonesia,-4.1279,120.0297,18/03/2020 16:00,Rain,86
Makassar,Sulawesi Selatan,Kota Makassar,Makassar,Indonesia,-5.14861,119.43194,18/03/2020 17:00,Scattered clouds,88
Palopo,Sulawesi Selatan,Kota Palopo,Palopo,Indonesia,-2.9925,120.19694,18/03/2020 16:00,Rain,95
Parepare,Sulawesi Selatan,Kota Parepare,Pare-Pare,Indonesia,-4.0135,119.6255,18/03/2020 16:00,Rain,72
Bantaeng,Sulawesi Selatan,Kabupaten Bantaeng,Bantaeng,Indonesia,-5.5475,119.9509,18/03/2020 16:00,Scattered clouds,88
Barru,Sulawesi Selatan,Kabupaten Barru,Barru,Indonesia,-4.412,119.618,18/03/2020 16:00,Rain,69
Watampone,Sulawesi Selatan,Kabupaten Bone,Bone,Indonesia,-4.5386,120.3279,18/03/2020 16:00,Broken clouds,69
Bulukumba,Sulawesi Selatan,Kabupaten Bulukumba,Bulukumba,Indonesia,-5.55,120.18333,18/03/2020 16:00,Rain,82
Enrekang,Sulawesi Selatan,Kabupaten Enrekang,Enrekang,Indonesia,-3.56508,119.77025,18/03/2020 16:00,Rain,97
Sungguminasa,Sulawesi Selatan,Kabupaten Gowa,Gowa,Indonesia,-5.1971,119.451,18/03/2020 16:00,Scattered clouds,88
Benteng,Sulawesi Selatan,Kabupaten Kepulauan Selayar,Kepulauan Selayar,Indonesia,-6.1184,120.4605,18/03/2020 16:00,Rain,68
Belopa,Sulawesi Selatan,Kabupaten Luwu,Luwu,Indonesia,-3.3849,120.3676,18/03/2020 16:00,Rain,71
Malili,Sulawesi Selatan,Kabupaten Luwu Timur,Luwu Timur,Indonesia,-2.6351,121.0948,18/03/2020 16:00,Rain,93
Masamba,Sulawesi Selatan,Kabupaten Luwu Utara,Luwu Utara,Indonesia,-2.5537,120.3279,18/03/2020 16:00,Rain,94
Pangkajene,Sulawesi Selatan,Kabupaten Pangkajene dan Kepulauan,Pangkajene dan Kepulauan,Indonesia,-4.8372,119.5472,18/03/2020 16:00,Scattered clouds,88
Pinrang,Sulawesi Selatan,Kabupaten Pinrang,Pinrang,Indonesia,-3.78611,119.65222,18/03/2020 16:00,Rain,72
Luwuk,Sulawesi Tengah,Kabupaten Banggai,Banggai,Indonesia,-0.9516,122.7875,18/03/2020 16:00,Rain,72
Salakan,Sulawesi Tengah,Kabupaten Banggai Kepulauan,Banggai Kepulauan,Indonesia,-1.3085,123.2909,18/03/2020 16:00,Broken clouds,77
Banggai,Sulawesi Tengah,Kabupaten Banggai Laut,Banggai Laut,Indonesia,-1.5887,123.4992,18/03/2020 16:00,Broken clouds,77
Buol,Sulawesi Tengah,Kabupaten Buol,Buol,Indonesia,1.1584,121.4361,18/03/2020 16:00,Clear sky,75
Bungku,Sulawesi Tengah,Kabupaten Morowali,Morowali,Indonesia,-2.5471,121.972,18/03/2020 16:00,Rain,69
Kolonodale,Sulawesi Tengah,Kabupaten Morowali Utara,Morowali Utara,Indonesia,-1.9825,121.3364,18/03/2020 16:00,Broken clouds,72
Poso,Sulawesi Tengah,Kabupaten Poso,Poso,Indonesia,-1.3959,120.7524,18/03/2020 16:00,Broken clouds,82
Sigi Biromaru,Sulawesi Tengah,Kabupaten Sigi,Sigi,Indonesia,-0.94982,119.91805,18/03/2020 16:00,Rain,86
Ampana,Sulawesi Tengah,Kabupaten Tojo Una-Una,Tojo Una-Una,Indonesia,-0.86901,121.58367,18/03/2020 16:00,Scattered clouds,71
Tolitoli,Sulawesi Tengah,Kabupaten Tolitoli,Toli-toli,Indonesia,1.0392,120.8169,18/03/2020 16:00,Rain,78
Palu,Sulawesi Tengah,Kota Palu,Palu,Indonesia,-0.90833,119.87083,18/03/2020 16:00,Rain,86
Parigi,Sulawesi Tengah,Kabupaten Parigi Moutong,Parigi Moutong,Indonesia,-7.7015,108.496,18/03/2020 16:00,Rain,89
Rumbia,Sulawesi Tenggara,Kabupaten Bombana,Bombana,Indonesia,-4.62767,122.00472,18/03/2020 16:00,Rain,90
Pasar Wajo,Sulawesi Tenggara,Kabupaten Buton,Buton,Indonesia,-5.4957,122.8447,18/03/2020 16:00,Rain,72
Batauga,Sulawesi Tenggara,Kabupaten Buton Selatan,Buton Selatan,Indonesia,-5.5882,122.5964,18/03/2020 16:00,Rain,67
Labungkari,Sulawesi Tenggara,Kabupaten Buton Tengah,Buton Tengah,Indonesia,-5.26318,122.55104,18/03/2020 16:00,Rain,70
Buranga,Sulawesi Tenggara,Kabupaten Buton Utara,Buton Utara,Indonesia,-4.80098,122.98308,18/03/2020 16:00,Rain,77
Kolaka,Sulawesi Tenggara,Kabupaten Kolaka,Kolaka,Indonesia,-4.0597,121.60556,18/03/2020 16:00,Rain,76
Lasusua,Sulawesi Tenggara,Kabupaten Kolaka Utara,Kolaka Utara,Indonesia,-3.5105,120.8844,18/03/2020 16:00,Rain,92
Unaaha,Sulawesi Tenggara,Kabupaten Konawe,Konawe,Indonesia,-3.8539,122.042,18/03/2020 16:00,Rain,89
Langara,Sulawesi Tenggara,Kabupaten Konawe Kepulauan,Konawe Kepulauan,Indonesia,-4.0248,122.9906,18/03/2020 16:00,Broken clouds,73
Andoolo,Sulawesi Tenggara,Kabupaten Konawe Selatan,Konawe Selatan,Indonesia,-4.3273,122.2522,18/03/2020 16:00,Rain,67
Raha,Sulawesi Tenggara,Kabupaten Muna,Muna,Indonesia,-4.838,122.7209,18/03/2020 16:00,Rain,88
Kendari,Sulawesi Tenggara,Kota Kendari,Kendari,Indonesia,-3.9778,122.51507,18/03/2020 16:00,Broken clouds,73
Lolak,Sulawesi Utara,Kabupaten Bolaang Mongondow,Bolaang Mongondow,Indonesia,0.8755,124.0098,18/03/2020 16:00,Few clouds,67
Molibagu,Sulawesi Utara,Kabupaten Bolaang Mongondow Selatan,Bolaang Mongondow Selatan,Indonesia,0.3862,123.9824,18/03/2020 16:00,Rain,94
Tutuyan,Sulawesi Utara,Kabupaten Bolaang Mongondow Timur,Bolaang Mongondow Timur,Indonesia,0.7654,124.6144,18/03/2020 16:00,Rain,98
Boroko,Sulawesi Utara,Kabupaten Bolaang Mongondow Utara,Bolaang Mongondow Utara,Indonesia,0.9083,123.2679,18/03/2020 16:00,Scattered clouds,69
Ondong Siau,Sulawesi Utara,Kabupaten Kepulauan Siau Tagulandang Biaro,Kepulauan Siau Tagulandang Biaro,Indonesia,2.7473,125.3611,18/03/2020 16:00,Few clouds,78
Tondano,Sulawesi Utara,Kabupaten Minahasa,Minahasa,Indonesia,1.3054,124.91261,18/03/2020 16:00,Few clouds,74
Ratahan,Sulawesi Utara,Kabupaten Minahasa Tenggara,Minahasa Tenggara,Indonesia,1.0549,124.8012,18/03/2020 16:00,Few clouds,74
Airmadidi,Sulawesi Utara,Kabupaten Minahasa Utara,Minahasa Utara,Indonesia,1.42804,124.97774,18/03/2020 16:00,Few clouds,74
Bitung,Sulawesi Utara,Kota Bitung,Bitung,Indonesia,1.45697,125.1895,18/03/2020 16:00,Few clouds,74
Manado,Sulawesi Utara,Kota Manado,Manado,Indonesia,1.48218,124.84892,18/03/2020 05:00,Few clouds,74
Tomohon,Sulawesi Utara,Kota Tomohon,Tomohon,Indonesia,1.31678,124.80379,18/03/2020 16:00,Few clouds,74
Lubuk Basung,Sumatera Barat,Kabupaten Agam,Agam,Indonesia,-0.32545,100.06462,18/03/2020 16:00,Broken clouds,76
Pulau Punjung,Sumatera Barat,Kabupaten Dharmasraya,Dharmasraya,Indonesia,-0.959,101.5002,18/03/2020 16:00,Broken clouds,52
Tuapejat,Sumatera Barat,Kabupaten Kepulauan Mentawai,Kepulauan Mentawai,Indonesia,-2.02833,99.58944,18/03/2020 16:00,Rain,75
Sarilamak,Sumatera Barat,Kabupaten Lima Puluh Kota,Lima Puluh Kota,Indonesia,-0.1503,100.664,18/03/2020 16:00,Rain,76
Parit Malintang,Sumatera Barat,Kabupaten Padang Pariaman,Padang Pariaman,Indonesia,-0.62046,100.27885,18/03/2020 16:00,Rain,91
Lubuk Sikaping,Sumatera Barat,Kabupaten Pasaman,Pasaman,Indonesia,0.14411,100.1657,18/03/2020 16:00,Rain,88
Painan,Sumatera Barat,Kabupaten Pesisir Selatan,Pesisir Selatan,Indonesia,-1.35172,100.57383,18/03/2020 16:00,Rain,76
