name,province,district_city,kab_kota,country,coordinates_latitude,coordinates_longitude,current_ts,current_condition,current_humidity
Sampang,Jawa Timur,Kabupaten Sampang,Sampang,Indonesia,-7.1872,113.2394,23/03/2020 13:00,Rain,73
Sidoarjo,Jawa Timur,Kabupaten Sidoarjo,Sidoarjo,Indonesia,-7.4478,112.7183,23/03/2020 13:00,Rain,68
Situbondo,Jawa Timur,Kabupaten Situbondo,Situbondo,Indonesia,-7.70623,114.00976,23/03/2020 13:00,Clear sky,73
Sumenep,Jawa Timur,Kabupaten Sumenep,Sumenep,Indonesia,-7.01667,113.86667,23/03/2020 13:00,Rain,71
Trenggalek,Jawa Timur,Kabupaten Trenggalek,Trenggalek,Indonesia,-8.0764,111.70641,23/03/2020 13:00,Rain,79
Tuban,Jawa Timur,Kabupaten Tuban,Tuban,Indonesia,-6.8976,112.0649,23/03/2020 13:00,Rain,68
Tulungagung,Jawa Timur,Kabupaten Tulungagung,Tulungagung,Indonesia,-8.0657,111.9025,23/03/2020 13:00,Rain,71
Singkawang,Kalimantan Barat,Kota Singkawang,Singkawang,Indonesia,0.90925,108.98463,23/03/2020 13:00,Broken clouds,69
Bengkayang,Kalimantan Barat,Kabupaten Bengkayang,Bengkayang,Indonesia,0.83194,109.43589,23/03/2020 13:00,Scattered clouds,44
Putussibau,Kalimantan Barat,Kabupaten Kapuas Hulu,Kapuas Hulu,Indonesia,0.83333,112.93333,23/03/2020 13:00,Broken clouds,63
Sukadana,Kalimantan Barat,Kabupaten Kayong Utara,Kayong Utara,Indonesia,-1.25,109.95,23/03/2020 13:00,Rain,77
Ketapang,Kalimantan Barat,Kabupaten Ketapang,Ketapang,Indonesia,-1.83862,109.97728,23/03/2020 13:00,Rain,76
Sungai Raya,Kalimantan Barat,Kabupaten Kubu Raya,Kubu Raya,Indonesia,0.7,108.9,23/03/2020 13:00,Rain,64
Ngabang,Kalimantan Barat,Kabupaten Landak,Landak,Indonesia,0.38333,109.95,23/03/2020 13:00,Broken clouds,54
Nangah Pinoh,Kalimantan Barat,Kabupaten Melawi,Melawi,Indonesia,-0.33333,111.73333,23/03/2020 13:00,Broken clouds,83
Mempawah,Kalimantan Barat,Kabupaten Mempawah,Mempawah,Indonesia,0.37102,108.97013,23/03/2020 13:00,Rain,64
Sambas,Kalimantan Barat,Kabupaten Sambas,Sambas,Indonesia,1.33333,109.25,23/03/2020 13:00,Broken clouds,40
Sanggau,Kalimantan Barat,Kabupaten Sanggau,Sanggau,Indonesia,0.13333,110.6,23/03/2020 13:00,Rain,76
Sekadau,Kalimantan Barat,Kabupaten Sekadau,Sekadau,Indonesia,0.01667,110.9,23/03/2020 13:00,Rain,59
Sintang,Kalimantan Barat,Kabupaten Sintang,Sintang,Indonesia,0.06667,111.5,23/03/2020 13:00,Rain,62
Banjarbaru,Kalimantan Selatan,Kota Banjarbaru,Banjarbaru,Indonesia,-3.4572422,114.8103181,23/03/2020 13:00,Rain,72
Banjarmasin,Kalimantan Selatan,Kota Banjarmasin,Banjarmasin,Indonesia,-3.31987,114.59075,23/03/2020 11:00,Rain,76
Paringin,Kalimantan Selatan,Kabupaten Balangan,Balangan,Indonesia,-2.3357,115.4749,23/03/2020 13:00,Rain,53
Martapura,Kalimantan Selatan,Kabupaten Banjar,Banjar,Indonesia,-3.4109,114.8642,23/03/2020 13:00,Rain,72
Marabahan,Kalimantan Selatan,Kabupaten Barito Kuala,Barito Kuala,Indonesia,-3.0136,114.7687,23/03/2020 13:00,Rain,83
Kandangan,Kalimantan Selatan,Kabupaten Hulu Sungai Selatan,Hulu Sungai Selatan,Indonesia,-2.7837,115.2772,23/03/2020 13:00,Rain,79
Barabai,Kalimantan Selatan,Kabupaten Hulu Sungai Tengah,Hulu Sungai Tengah,Indonesia,-2.58333,115.38333,23/03/2020 13:00,Rain,53
Amuntai,Kalimantan Selatan,Kabupaten Hulu Sungai Utara,Hulu Sungai Utara,Indonesia,-2.41773,115.24941,23/03/2020 13:00,Rain,53
Tanjung,Kalimantan Selatan,Kabupaten Tabalong,Tabalong,Indonesia,-2.1709,115.4077,23/03/2020 13:00,Rain,83
Batulicin,Kalimantan Selatan,Kabupaten Tanah Bumbu,Tanah Bumbu,Indonesia,-3.42022,116.00611,23/03/2020 13:00,Rain,55
Pelaihari,Kalimantan Selatan,Kabupaten Tanah Laut,Tanah Laut,Indonesia,-3.7987,114.7788,23/03/2020 13:00,Rain,79
Rantau,Kalimantan Selatan,Kabupaten Tapin,Tapin,Indonesia,-2.9334,115.1621,23/03/2020 13:00,Rain,83
Tamiang Layang,Kalimantan Tengah,Kabupaten Barito Timur,Barito Timur,Indonesia,-2.1236,115.1958,23/03/2020 13:00,Rain,61
Puruk Cahu,Kalimantan Tengah,Kabupaten Murung Raya,Murung Raya,Indonesia,-0.58333,114.58333,23/03/2020 13:00,Rain,60
Palangkaraya,Kalimantan Tengah,Kota Palangka Raya,Palangka Raya,Indonesia,-2.2161048,113.913977,23/03/2020 11:00,Rain,87
Buntok,Kalimantan Tengah,Kabupaten Barito Selatan,Barito Selatan,Indonesia,-3.55,114.767,23/03/2020 13:00,Rain,72
Muara Teweh,Kalimantan Tengah,Kabupaten Barito Utara,Barito Utara,Indonesia,-0.9403,114.8939,23/03/2020 13:00,Broken clouds,43
Kualakapuas,Kalimantan Tengah,Kabupaten Kapuas,Kapuas,Indonesia,-3.00913,114.38759,23/03/2020 13:00,Rain,88
Pangkalan Bun,Kalimantan Tengah,Kabupaten Kotawaringin Barat,Kotawaringin Barat,Indonesia,-2.688962,111.622398,23/03/2020 13:00,Rain,96
Sampit,Kalimantan Tengah,Kabupaten Kotawaringin Timur,Kotawaringin Timur,Indonesia,-2.5315,112.9496,23/03/2020 13:00,Rain,57
Nanga Bulik,Kalimantan Tengah,Kabupaten Lamandau,Lamandau,Indonesia,-2.1624,111.4885,23/03/2020 13:00,Rain,98
Pulang Pisau,Kalimantan Tengah,Kabupaten Pulang Pisau,Pulang Pisau,Indonesia,-2.7671,114.2406,23/03/2020 13:00,Rain,87
Kuala Pembuang,Kalimantan Tengah,Kabupaten Seruyan,Seruyan,Indonesia,-3.39228,112.55049,23/03/2020 13:00,Rain,82
Ujoh Bilang,Kalimantan Timur,Kabupaten Mahakam Ulu,Mahakam Ulu,Indonesia,0.55,115.25,23/03/2020 13:00,Rain,82
Tana Paser,Kalimantan Timur,Kabupaten Paser,Paser,Indonesia,-1.9051,116.1913,23/03/2020 13:00,Scattered clouds,43
Balikpapan,Kalimantan Timur,Kota Balikpapan,Balikpapan,Indonesia,-1.26753,116.82887,23/03/2020 13:00,Few clouds,74
Bontang,Kalimantan Timur,Kota Bontang,Bontang,Indonesia,0.1324,117.4854,23/03/2020 13:00,Broken clouds,66
Samarinda,Kalimantan Timur,Kota Samarinda,Samarinda,Indonesia,-0.4948232,117.1436154,23/03/2020 13:00,Broken clouds,42
Sendawar,Kalimantan Timur,Kabupaten Kutai Barat,Kutai Barat,Indonesia,-0.23639,115.69472,23/03/2020 13:00,Rain,68
Sangatta,Kalimantan Timur,Kabupaten Kutai Timur,Kutai Timur,Indonesia,0.5049,117.5279,23/03/2020 13:00,Broken clouds,45
Penajam,Kalimantan Timur,Kabupaten Penajam Paser Utara,Penajam Paser Utara,Indonesia,-1.24919,116.76968,23/03/2020 13:00,Few clouds,74
Tanjung Selor,Kalimantan Utara,Kabupaten Bulungan,Bulungan,Indonesia,2.8375,117.36528,23/03/2020 13:00,Rain,75
Tarakan,Kalimantan Utara,Kota Tarakan,Tarakan,Indonesia,3.31332,117.59152,23/03/2020 13:00,Rain,72
Malinau,Kalimantan Utara,Kabupaten Malinau,Malinau,Indonesia,3.58855,116.62391,23/03/2020 13:00,Rain,70
Tideng Pale,Kalimantan Utara,Kabupaten Tana Tidung,Tana Tidung,Indonesia,3.60815,116.90668,23/03/2020 13:00,Rain,84
Muntok,Kepulauan Bangka Belitung,Kabupaten Bangka Barat,Bangka Barat,Indonesia,-2.06719,105.16228,23/03/2020 13:00,Rain,71
Koba,Kepulauan Bangka Belitung,Kabupaten Bangka Tengah,Bangka Tengah,Indonesia,-2.49313,106.4081,23/03/2020 13:00,Rain,70
Manggar,Kepulauan Bangka Belitung,Kabupaten Belitung Timur,Belitung Timur,Indonesia,-2.88333,108.26667,23/03/2020 13:00,Rain,69
Pangkalpinang,Kepulauan Bangka Belitung,Kota Pangkalpinang,Pangkalpinang,Indonesia,-2.12914,106.11377,23/03/2020 13:00,Rain,91
Sungailiat,Kepulauan Bangka Belitung,Kabupaten Bangka,Bangka,Indonesia,-1.85442,106.12215,23/03/2020 13:00,Rain,91
Tanjung Pandan,Kepulauan Bangka Belitung,Kabupaten Belitung,Belitung,Indonesia,-2.73353,107.63477,23/03/2020 13:00,Rain,66
Kijang,Kepulauan Riau,Kabupaten Bintan,Bintan,Indonesia,0.9,104.63333,23/03/2020 13:00,Scattered clouds,74
Tarempa,Kepulauan Riau,Kabupaten Kepulauan Anambas,Kepulauan Anambas,Indonesia,3.21583,106.21722,23/03/2020 13:00,Broken clouds,80
Daik Lingga,Kepulauan Riau,Kabupaten Lingga,Lingga,Indonesia,-0.21451,104.61824,23/03/2020 13:00,Rain,73
Ranai,Kepulauan Riau,Kabupaten Natuna,Natuna,Indonesia,3.9384,108.38401,23/03/2020 13:00,Scattered clouds,75
Batam,Kepulauan Riau,Kota Batam,Batam,Indonesia,1.1300779,104.0529207,23/03/2020 11:00,Scattered clouds,74
Tanjung Pinang,Kepulauan Riau,Kota Tanjungpinang,Tanjung pinang,Indonesia,0.91667,104.45833,23/03/2020 13:00,Scattered clouds,74
Liwa,Lampung,Kabupaten Lampung Barat,Lampung Barat,Indonesia,-5.03554,104.07595,23/03/2020 13:00,Rain,83
Kalianda,Lampung,Kabupaten Lampung Selatan,Lampung Selatan,Indonesia,-5.73805,105.5916,23/03/2020 13:00,Rain,86
Krui,Lampung,Kabupaten Pesisir Barat,Pesisir Barat,Indonesia,-5.18251,103.93746,23/03/2020 13:00,Rain,83
Bandar Lampung,Lampung,Kota Bandar Lampung,Bandar Lampung,Indonesia,-5.42917,105.26111,23/03/2020 11:00,Rain,86
Metro,Lampung,Kota Metro,Metro,Indonesia,-5.11306,105.30667,23/03/2020 13:00,Rain,82
Gunung Sugih,Lampung,Kabupaten Lampung Tengah,Lampung Tengah,Indonesia,-4.9753,105.21396,23/03/2020 13:00,Broken clouds,70
Sukadana,Lampung,Kabupaten Lampung Timur,Lampung Timur,Indonesia,-1.25,109.95,23/03/2020 13:00,Rain,77
Kotabumi,Lampung,Kabupaten Lampung Utara,Lampung Utara,Indonesia,-4.82505,104.8817,23/03/2020 13:00,Broken clouds,70
Gedong Tataan,Lampung,Kabupaten Pesawaran,Pesawaran,Indonesia,-5.3827,105.0955,23/03/2020 13:00,Rain,84
Pringsewu,Lampung,Kabupaten Pringsewu,Pringsewu,Indonesia,-5.35822,104.97441,23/03/2020 13:00,Rain,84
Kota Agung,Lampung,Kabupaten Tanggamus,Tanggamus,Indonesia,-5.50257,104.64538,23/03/2020 13:00,Rain,67
Menggala,Lampung,Kabupaten Tulang Bawang,Tulang Bawang,Indonesia,-4.47131,105.25214,23/03/2020 13:00,Rain,91
Blambangan Umpu,Lampung,Kabupaten Way Kanan,Way Kanan,Indonesia,-4.50263,104.51926,23/03/2020 13:00,Broken clouds,76
Tiakur,Maluku,Kabupaten Maluku Barat Daya,Maluku Barat Daya,Indonesia,-8.15,127.795,23/03/2020 13:00,Scattered clouds,71
Piru,Maluku,Kabupaten Seram Bagian Barat,Seram Bagian Barat,Indonesia,-3.0618,128.1945,23/03/2020 13:00,Broken clouds,70
Bula,Maluku,Kabupaten Seram Bagian Timur,Seram Bagian Timur,Indonesia,-3.1112,130.4954,23/03/2020 13:00,Rain,73
Ambon,Maluku,Kota Ambon,Ambon,Indonesia,-3.69583,128.18333,23/03/2020 13:00,Scattered clouds,66
Tual,Maluku,Kota Tual,Tual,Indonesia,-5.62878,132.75229,23/03/2020 13:00,Rain,84
Namlea,Maluku,Kabupaten Buru,Buru,Indonesia,-3.26194,127.09292,23/03/2020 13:00,Rain,77
Namrole,Maluku,Kabupaten Buru Selatan,Buru Selatan,Indonesia,-3.84548,126.72619,23/03/2020 13:00,Clear sky,68
Dobo,Maluku,Kabupaten Kepulauan Aru,Kepulauan Aru,Indonesia,-5.76092,134.23405,23/03/2020 13:00,Broken clouds,68
Masohi,Maluku,Kabupaten Maluku Tengah,Maluku Tengah,Indonesia,-3.29833,128.96882,23/03/2020 13:00,Scattered clouds,70
Langgur,Maluku,Kabupaten Maluku Tenggara,Maluku Tenggara,Indonesia,-5.66689,132.73762,23/03/2020 13:00,Rain,73
Daruba,Maluku Utara,Kabupaten Pulau Morotai,Pulau Morotai,Indonesia,2.05049,128.29398,23/03/2020 13:00,Rain,70
Ternate,Maluku Utara,Kota Ternate,Ternate,Indonesia,0.79065,127.38424,23/03/2020 13:00,Broken clouds,67
Jailolo,Maluku Utara,Kabupaten Halmahera Barat,Halmahera Barat,Indonesia,1.06504,127.46786,23/03/2020 13:00,Broken clouds,67
Weda,Maluku Utara,Kabupaten Halmahera Tengah,Halmahera Tengah,Indonesia,0.32952,127.87389,23/03/2020 13:00,Rain,76
Maba,Maluku Utara,Kabupaten Halmahera Timur,Halmahera Timur,Indonesia,0.7007,128.29197,23/03/2020 13:00,Broken clouds,57
Labuha,Maluku Utara,Kabupaten Halmahera Selatan,Halmahera Selatan,Indonesia,-0.62546,127.47808,23/03/2020 13:00,Rain,68
Tobelo,Maluku Utara,Kabupaten Halmahera Utara,Halmahera Utara,Indonesia,1.72837,128.00948,23/03/2020 13:00,Rain,73
Sanana,Maluku Utara,Kabupaten Kepulauan Sula,Kepulauan Sula,Indonesia,-2.05853,125.97786,23/03/2020 13:00,Rain,68
Bobong,Maluku Utara,Kabupaten Pulau Taliabu,Pulau Taliabu,Indonesia,-1.94625,124.38394,23/03/2020 13:00,Scattered clouds,77
Woha,Nusa Tenggara Barat,Kabupaten Bima,Bima,Indonesia,-8.61802,118.64788,23/03/2020 13:00,Rain,82
Gerung,Nusa Tenggara Barat,Kabupaten Lombok Barat,Lombok Barat,Indonesia,-8.683,116.1253,23/03/2020 13:00,Broken clouds,74
Bima,Nusa Tenggara Barat,Kota Bima,Bima,Indonesia,-8.46006,118.72667,23/03/2020 13:00,Rain,82
Mataram,Nusa Tenggara Barat,Kota Mataram,Mataram,Indonesia,-8.58333,116.11667,23/03/2020 11:00,Broken clouds,74
Dompu,Nusa Tenggara Barat,Kabupaten Dompu,Dompu,Indonesia,-8.5365,118.4634,23/03/2020 13:00,Rain,82
Praya,Nusa Tenggara Barat,Kabupaten Lombok Tengah,Lombok Tengah,Indonesia,-8.70536,116.27036,23/03/2020 13:00,Broken clouds,74
Selong,Nusa Tenggara Barat,Kabupaten Lombok Timur,Lombok Timur,Indonesia,-8.6503,116.5318,23/03/2020 13:00,Broken clouds,74
Tanjung,Nusa Tenggara Barat,Kabupaten Lombok Utara,Lombok Utara,Indonesia,-2.1709,115.4077,23/03/2020 13:00,Rain,83
Sumbawa Besar,Nusa Tenggara Barat,Kabupaten Sumbawa,Sumbawa,Indonesia,-8.49317,117.42024,23/03/2020 13:00,Few clouds,73
Taliwang,Nusa Tenggara Barat,Kabupaten Sumbawa Barat,Sumbawa Barat,Indonesia,-8.7449,116.8532,23/03/2020 13:00,Broken clouds,74
Oelamasi,Nusa Tenggara Timur,Kabupaten Kupang,Kupang,Indonesia,-10.0642,123.8787,23/03/2020 13:00,Scattered clouds,59
Kupang,Nusa Tenggara Timur,Kota Kupang,Kupang,Indonesia,-10.17083,123.60694,23/03/2020 10:00,Scattered clouds,55
Kalabahi,Nusa Tenggara Timur,Kabupaten Alor,Alor,Indonesia,-8.2151,124.5458,23/03/2020 13:00,Scattered clouds,63
Atambua,Nusa Tenggara Timur,Kabupaten Belu,Belu,Indonesia,-9.10611,124.8925,23/03/2020 13:00,Rain,72
Ende,Nusa Tenggara Timur,Kabupaten Ende,Ende,Indonesia,-8.8432,121.6623,23/03/2020 13:00,Few clouds,68
Larantuka,Nusa Tenggara Timur,Kabupaten Flores Timur,Flores Timur,Indonesia,-8.3468,122.9771,23/03/2020 13:00,Scattered clouds,65
Lewoleba,Nusa Tenggara Timur,Kabupaten Lembata,Lembata,Indonesia,-8.3723,123.418,23/03/2020 13:00,Rain,82
Betun,Nusa Tenggara Timur,Kabupaten Malaka,Malaka,Indonesia,-9.56722,124.9075,23/03/2020 13:00,Broken clouds,57
Ruteng,Nusa Tenggara Timur,Kabupaten Manggarai,Manggarai,Indonesia,-8.61139,120.46444,23/03/2020 13:00,Rain,84
Labuan Bajo,Nusa Tenggara Timur,Kabupaten Manggarai Barat,Manggarai Barat,Indonesia,-8.4964,119.8877,23/03/2020 13:00,Rain,58
Borong,Nusa Tenggara Timur,Kabupaten Manggarai Timur,Manggarai Timur,Indonesia,-8.8125,120.60972,23/03/2020 13:00,Rain,69
Mbay,Nusa Tenggara Timur,Kabupaten Nagekeo,Nagekeo,Indonesia,-8.5613,121.2717,23/03/2020 13:00,Scattered clouds,65
Bajawa,Nusa Tenggara Timur,Kabupaten Ngada,Ngada,Indonesia,-8.7848,120.9744,23/03/2020 13:00,Clear sky,71
Baa,Nusa Tenggara Timur,Kabupaten Rote Ndao,Rote Ndao,Indonesia,-10.7263,123.0492,23/03/2020 13:00,Broken clouds,61
Seba,Nusa Tenggara Timur,Kabupaten Sabu Raijua,Sabu Raijua,Indonesia,-10.4933,121.8393,23/03/2020 13:00,Broken clouds,69
Maumere,Nusa Tenggara Timur,Kabupaten Sikka,Sikka,Indonesia,-8.6199,122.2111,23/03/2020 13:00,Scattered clouds,63
Waikabubak,Nusa Tenggara Timur,Kabupaten Sumba Barat,Sumba Barat,Indonesia,-9.6475,119.3889,23/03/2020 13:00,Rain,82
Tambolaka,Nusa Tenggara Timur,Kabupaten Sumba Barat Daya,Sumba Barat Daya,Indonesia,-9.4283,119.238,23/03/2020 13:00,Few clouds,71
Waibakul,Nusa Tenggara Timur,Kabupaten Sumba Tengah,Sumba Tengah,Indonesia,-9.63556,119.41333,23/03/2020 13:00,Rain,82
Waingapu,Nusa Tenggara Timur,Kabupaten Sumba Timur,Sumba Timur,Indonesia,-9.6567,120.2641,23/03/2020 13:00,Clear sky,71
Soe,Nusa Tenggara Timur,Kabupaten Timor Tengah Selatan,Timor Tengah Selatan,Indonesia,-9.86071,124.28395,23/03/2020 13:00,Broken clouds,61
Kefamenanu,Nusa Tenggara Timur,Kabupaten Timor Tengah Utara,Timor Tengah Utara,Indonesia,-9.44667,124.47806,23/03/2020 13:00,Broken clouds,64
Jayapura,Papua,Kota Jayapura,Jayapura,Indonesia,-2.53371,140.71813,23/03/2020 11:00,Rain,88
Agats,Papua,Kabupaten Asmat,Asmat,Indonesia,-5.54505,138.13522,23/03/2020 13:00,Rain,87
Biak,Papua,Kabupaten Biak Numfor,Biak Numfor,Indonesia,-1.1767,136.082,23/03/2020 13:00,Rain,71
Tanah Merah,Papua,Kabupaten Boven Digoel,Boven Digoel,Indonesia,-6.09756,140.30649,23/03/2020 13:00,Rain,91
Tigi,Papua,Kabupaten Deiyai,Deiyai,Indonesia,-3.96667,136.26667,23/03/2020 13:00,Rain,98
Kigamani,Papua,Kabupaten Dogiyai,Dogiyai,Indonesia,-3.96139,135.94361,23/03/2020 13:00,Rain,98
Sugapa,Papua,Kabupaten Intan Jaya,Intan Jaya,Indonesia,-3.74306,137.05,23/03/2020 13:00,Rain,96
Sentani,Papua,Kabupaten Jayapura,Jayapura,Indonesia,-2.5691,140.5127,23/03/2020 13:00,Rain,88
Wamena,Papua,Kabupaten Jayawijaya,Jayawijaya,Indonesia,-4.09512,138.94492,23/03/2020 13:00,Rain,88
Waris,Papua,Kabupaten Keerom,Keerom,Indonesia,-3.11667,140.88333,23/03/2020 13:00,Rain,98
Serui,Papua,Kabupaten Kepulauan Yapen,Kepulauan Yapen,Indonesia,-1.8802,136.2426,23/03/2020 13:00,Rain,76
Tiom,Papua,Kabupaten Lanny Jaya,Lanny Jaya,Indonesia,-3.92361,138.45472,23/03/2020 13:00,Rain,98
Burmeso,Papua,Kabupaten Mamberamo Raya,Mamberamo Raya,Indonesia,-2.32611,138.04139,23/03/2020 13:00,Rain,97
Kobakma,Papua,Kabupaten Mamberamo Tengah,Mamberamo Tengah,Indonesia,-3.66417,139.065,23/03/2020 13:00,Rain,96
Kepi,Papua,Kabupaten Mappi,Mappi,Indonesia,-6.52461,139.32224,23/03/2020 13:00,Rain,96
Nabire,Papua,Kabupaten Nabire,Nabire,Indonesia,-3.35989,135.50074,23/03/2020 13:00,Rain,80
Kenyam,Papua,Kabupaten Nduga,Nduga,Indonesia,-4.59972,138.38417,23/03/2020 13:00,Rain,97
Enarotali,Papua,Kabupaten Paniai,Paniai,Indonesia,-3.93032,136.37651,23/03/2020 13:00,Rain,98
Oksibil,Papua,Kabupaten Pegunungan Bintang,Pegunungan Bintang,Indonesia,-4.90417,140.62972,23/03/2020 13:00,Rain,95
Ilaga,Papua,Kabupaten Puncak,Puncak,Indonesia,-3.95,137.4,23/03/2020 13:00,Rain,99
Mulia,Papua,Kabupaten Puncak Jaya,Puncak Jaya,Indonesia,-3.71472,137.98528,23/03/2020 13:00,Rain,93
Sarmi,Papua,Kabupaten Sarmi,Sarmi,Indonesia,-1.85302,138.75093,23/03/2020 13:00,Rain,87
Sorendiweri,Papua,Kabupaten Supiori,Supiori,Indonesia,-0.73389,135.73611,23/03/2020 13:00,Rain,77
Karubaga,Papua,Kabupaten Tolikara,Tolikara,Indonesia,-3.6994,138.4579,23/03/2020 13:00,Rain,98
Botawa,Papua,Kabupaten Waropen,Waropen,Indonesia,-2.21,136.44722,23/03/2020 13:00,Broken clouds,75
Sumohai,Papua,Kabupaten Yahukimo,Yahukimo,Indonesia,-4.68944,139.35472,23/03/2020 13:00,Rain,99
Elelim,Papua,Kabupaten Yalimo,Yalimo,Indonesia,-3.759,139.7075,23/03/2020 13:00,Rain,97
Aimas,Papua Barat,Kabupaten Sorong,Sorong,Indonesia,-0.95698,131.33535,23/03/2020 13:00,Rain,96
Sorong,Papua Barat,Kota Sorong,Sorong,Indonesia,-0.87956,131.26104,23/03/2020 13:00,Rain,96
Fakfak,Papua Barat,Kabupaten Fakfak,Fakfak,Indonesia,-2.92481,132.29813,23/03/2020 13:00,Rain,76
Kaimana,Papua Barat,Kabupaten Kaimana,Kaimana,Indonesia,-3.6635,133.7649,23/03/2020 13:00,Rain,94
Manokwari,Papua Barat,Kabupaten Manokwari,Manokwari,Indonesia,-0.86291,134.06402,23/03/2020 13:00,Rain,90
Ransiki,Papua Barat,Kabupaten Manokwari Selatan,Manokwari Selatan,Indonesia,-1.5083,134.1708,23/03/2020 13:00,Rain,96
Kumurkek,Papua Barat,Kabupaten Maybrat,Maybrat,Indonesia,-1.25667,132.49972,23/03/2020 13:00,Rain,96
Waisai,Papua Barat,Kabupaten Raja Ampat,Raja Ampat,Indonesia,-0.2379,130.5072,23/03/2020 13:00,Broken clouds,70
Teminabuan,Papua Barat,Kabupaten Sorong Selatan,Sorong Selatan,Indonesia,-1.4416,132.01428,23/03/2020 13:00,Rain,69
Fef,Papua Barat,Kabupaten Tambrauw,Tambrauw,Indonesia,-0.80889,132.43222,23/03/2020 13:00,Rain,90
Bintuni,Papua Barat,Kabupaten Teluk Bintuni,Teluk Bintuni,Indonesia,-2.1084,133.537,23/03/2020 13:00,Rain,89
Rasiei,Papua Barat,Kabupaten Teluk Wondama,Teluk Wondama,Indonesia,-2.817,134.5292,23/03/2020 13:00,Rain,96
Teluk Kuantan,Riau,Kabupaten Kuantan Singingi,Kuantan Singingi,Indonesia,-0.5283,101.581,23/03/2020 13:00,Broken clouds,61
Bagansiapiapi,Riau,Kabupaten Rokan Hilir,Rokan Hilir,Indonesia,2.15668,100.80763,23/03/2020 13:00,Rain,74
Dumai,Riau,Kota Dumai,Dumai,Indonesia,1.66711,101.44316,23/03/2020 13:00,Rain,68
Pekanbaru,Riau,Kota Pekanbaru,Pekanbaru,Indonesia,0.5070677,101.4477793,23/03/2020 14:00,Rain,81
Bengkalis,Riau,Kabupaten Bengkalis,Bengkalis,Indonesia,1.46667,102.13333,23/03/2020 13:00,Rain,75
Tembilahan,Riau,Kabupaten Indragiri Hilir,Indragiri Hilir,Indonesia,-0.3227,103.1603,23/03/2020 13:00,Rain,81
Rengat,Riau,Kabupaten Indragiri Hulu,Indragiri Hulu,Indonesia,-0.37546,102.5481,23/03/2020 13:00,Rain,86
Bangkinang,Riau,Kabupaten Kampar,Kampar,Indonesia,0.33833,101.02361,23/03/2020 13:00,Rain,71
Selat Panjang,Riau,Kabupaten Kepulauan Meranti,Kepulauan Meranti,Indonesia,0.99408,102.70817,23/03/2020 13:00,Rain,60
Pangkalan Kerinci,Riau,Kabupaten Pelalawan,Pelalawan,Indonesia,0.39611,101.85722,23/03/2020 13:00,Rain,83
Pasir Pengaraian,Riau,Kabupaten Rokan Hulu,Rokan Hulu,Indonesia,0.86459,100.29547,23/03/2020 13:00,Rain,85
Siak Sri Indrapura,Riau,Kabupaten Siak,Siak,Indonesia,0.79317,102.0511,23/03/2020 13:00,Rain,75
Majene,Sulawesi Barat,Kabupaten Majene,Majene,Indonesia,-3.5403,118.9707,23/03/2020 13:00,Rain,73
Mamasa,Sulawesi Barat,Kabupaten Mamasa,Mamasa,Indonesia,-2.942,119.3776,23/03/2020 13:00,Rain,84
Mamuju,Sulawesi Barat,Kabupaten Mamuju,Mamuju,Indonesia,-2.68056,118.88611,23/03/2020 13:00,Scattered clouds,76
Tobadak,Sulawesi Barat,Kabupaten Mamuju Tengah,Mamuju Tengah,Indonesia,-2.08944,119.34722,23/03/2020 13:00,Rain,88
Polewali,Sulawesi Barat,Kabupaten Polewali Mandar,Polewali Mandar,Indonesia,-3.4324,119.3435,23/03/2020 13:00,Rain,72
Jeneponto,Sulawesi Selatan,Kabupaten Jeneponto,Jeneponto,Indonesia,-5.6765,119.7484,23/03/2020 13:00,Rain,78
Rappang,Sulawesi Selatan,Kabupaten Sidenreng Rappang,Sidenreng Rappang,Indonesia,-3.8445,119.8173,23/03/2020 13:00,Rain,71
Sinjai,Sulawesi Selatan,Kabupaten Sinjai,Sinjai,Indonesia,-5.1241,120.253,23/03/2020 13:00,Clear sky,68
Watansoppeng,Sulawesi Selatan,Kabupaten Soppeng,Soppeng,Indonesia,-4.3522,119.8841,23/03/2020 13:00,Rain,82
Takalar,Sulawesi Selatan,Kabupaten Takalar,Takalar,Indonesia,-5.4258,119.4384,23/03/2020 13:00,Scattered clouds,74
Makale,Sulawesi Selatan,Kabupaten Tana Toraja,Tana Toraja,Indonesia,-3.1019,119.8539,23/03/2020 13:00,Rain,88
Rantepao,Sulawesi Selatan,Kabupaten Toraja Utara,Toraja Utara,Indonesia,-2.9701,119.8978,23/03/2020 13:00,Rain,88
Sengkang,Sulawesi Selatan,Kabupaten Wajo,Wajo,Indonesia,-4.1279,120.0297,23/03/2020 13:00,Rain,71
Makassar,Sulawesi Selatan,Kota Makassar,Makassar,Indonesia,-5.14861,119.43194,23/03/2020 14:00,Scattered clouds,74
Palopo,Sulawesi Selatan,Kota Palopo,Palopo,Indonesia,-2.9925,120.19694,23/03/2020 13:00,Rain,88
Parepare,Sulawesi Selatan,Kota Parepare,Pare-Pare,Indonesia,-4.0135,119.6255,23/03/2020 13:00,Few clouds,71
Bantaeng,Sulawesi Selatan,Kabupaten Bantaeng,Bantaeng,Indonesia,-5.5475,119.9509,23/03/2020 13:00,Scattered clouds,74
Barru,Sulawesi Selatan,Kabupaten Barru,Barru,Indonesia,-4.412,119.618,23/03/2020 13:00,Clear sky,70
